LABEL,T_F,W,A,D,HT,OD,BF,B,ID,TW,TF,T,TNOM,TDES,KDES,KDET,K1,X,Y,E0,XP,YP,BF_2TF,B_T,H_TW,H_T,D_T,IX,ZX,SX,RX,IY,ZY,SY,RY,RZ,J,CW,C,WNO,SW,QF,QW,RO,H,TAN_ALPHA,QS,EDI_STD_NOMENCLATURE,AISC_MANUAL_LABEL,W,A,D,HT,OD,BF,B,ID,TW,TF,T,TNOM,TDES,KDES,KDET,X,Y,E0,XP,YP,W,B_T,H_T,H_TW,D_T,IX,ZX,SX,RX,IY,ZY,SY,RY,RZ,J,CW,C,WNO,SW,QF,QW,RO,H,TAN_ALPHA,QS
HSS3-1/2X2X1/4,F,7.93,2.21,0.00,3.5,0,0.00,2,0,0.00,0.00,0,0.25,0.233,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,5.58,0.00,12.0,0.00,3.17,2.36,1.81,1.20,1.30,1.58,1.30,0.766,0.00,3.16,0.250,2.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS88.9X50.8X6.4,HSS88.9X50.8X6.4,17.5,1430,0.00,88.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.35,5.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.5,5.58,12,0.00,0.00,1.32,38.7,29.7,30.5,0.541,25.9,21.3,19.5,0.00,1320,0.0671,43.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HSS3-1/2X1-1/2X3/16,F,5.59,1.54,0.00,3.5,0,0.00,1.5,0,0.00,0.00,0,0.1875,0.174,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,5.62,0.00,17.1,0.00,2.12,1.60,1.21,1.17,0.544,0.867,0.725,0.594,0.00,1.49,0.188,1.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS88.9X38.1X4.8,HSS88.9X38.1X4.8,12.3,994,0.00,88.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,4.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.3,5.62,17.1,0.00,0.00,0.882,26.2,19.8,29.7,0.226,14.2,11.9,15.1,0.00,620,0.0504,24.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HSS3-1/2X1-1/2X1/8,F,3.90,1.07,0.00,3.5,0,0.00,1.5,0,0.00,0.00,0,0.125,0.116,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,9.93,0.00,27.2,0.00,1.57,1.15,0.896,1.21,0.411,0.630,0.548,0.619,0.00,1.09,0.125,1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS88.9X318.1X3.2,HSS88.9X318.1X3.2,8.59,690,0.00,88.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.18,2.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.59,9.93,27.2,0.00,0.00,0.653,18.8,14.7,30.7,0.171,10.3,8.98,15.7,0.00,454,0.0336,17.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HSS3-1/2X1-1/2X1/4,F,7.08,1.97,0.00,3.5,0,0.00,1.5,0,0.00,0.00,0,0.25,0.233,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,3.44,0.00,12.0,0.00,2.55,1.98,1.46,1.14,0.638,1.06,0.851,0.569,0.00,1.79,0.250,1.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS88.9X38.1X6.4,HSS88.9X38.1X6.4,15.6,1270,0.00,88.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.35,5.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.6,3.44,12,0.00,0.00,1.06,32.4,23.9,29.0,0.266,17.4,13.9,14.5,0.00,745,0.0671,30.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HSS3.500X0.313,F,10.7,2.93,0.00,0,3.5,0.00,0,0,0.00,0.00,0,0.313,0.291,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.0,3.81,3.00,2.18,1.14,3.81,3.00,2.18,1.14,0.00,7.61,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS88.9X8,HSS88.9X8,23.5,1890,0.00,0.00,88.9,0.00,0.00,0.00,0.00,0.00,0.00,7.95,7.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.5,0.00,0.00,0.00,12.0,1.59,49.2,35.7,29.0,0.00,0.00,0.00,0.00,0.00,3170,0.00,71.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HSS3.500X0.300,F,10.3,2.82,0.00,0,3.5,0.00,0,0,0.00,0.00,0,0.3,0.279,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.5,3.69,2.90,2.11,1.14,3.69,2.90,2.11,1.14,0.00,7.38,0.00,4.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS88.9X7.6,HSS88.9X7.6,22.6,1820,0.00,0.00,88.9,0.00,0.00,0.00,0.00,0.00,0.00,7.62,7.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.6,0.00,0.00,0.00,12.5,1.54,47.5,34.6,29.0,0.00,0.00,0.00,0.00,0.00,3070,0.00,69.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HSS3.500X0.250,F,8.69,2.39,0.00,0,3.5,0.00,0,0,0.00,0.00,0,0.25,0.233,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.0,3.21,2.49,1.83,1.16,3.21,2.49,1.83,1.16,0.00,6.41,0.00,3.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS88.9X6.4,HSS88.9X6.4,19.1,1540,0.00,0.00,88.9,0.00,0.00,0.00,0.00,0.00,0.00,6.35,5.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.1,0.00,0.00,0.00,15.0,1.34,40.8,30.0,29.5,0.00,0.00,0.00,0.00,0.00,2670,0.00,60.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HSS3.500X0.216,F,7.58,2.08,0.00,0,3.5,0.00,0,0,0.00,0.00,0,0.216,0.201,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.4,2.84,2.19,1.63,1.17,2.84,2.19,1.63,1.17,0.00,5.69,0.00,3.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS88.9X5.5,HSS88.9X5.5,16.7,1340,0.00,0.00,88.9,0.00,0.00,0.00,0.00,0.00,0.00,5.49,5.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.7,0.00,0.00,0.00,17.4,1.18,35.9,26.7,29.7,0.00,0.00,0.00,0.00,0.00,2370,0.00,53.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HSS3.500X0.203,F,7.15,1.97,0.00,0,3.5,0.00,0,0,0.00,0.00,0,0.203,0.189,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.5,2.70,2.07,1.54,1.17,2.70,2.07,1.54,1.17,0.00,5.41,0.00,3.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS88.9X5.2,HSS88.9X5.2,15.8,1270,0.00,0.00,88.9,0.00,0.00,0.00,0.00,0.00,0.00,5.16,4.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.8,0.00,0.00,0.00,18.5,1.12,33.9,25.2,29.7,0.00,0.00,0.00,0.00,0.00,2250,0.00,50.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HSS3.500X0.188,F,6.66,1.82,0.00,0,3.5,0.00,0,0,0.00,0.00,0,0.01875,0.174,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.1,2.52,1.93,1.44,1.18,2.52,1.93,1.44,1.18,0.00,5.04,0.00,2.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS88.9X4.8,HSS88.9X4.8,14.7,1170,0.00,0.00,88.9,0.00,0.00,0.00,0.00,0.00,0.00,0.476,4.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.7,0.00,0.00,0.00,20.1,1.05,31.6,23.6,30.0,0.00,0.00,0.00,0.00,0.00,2100,0.00,47.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HSS3.500X0.125,F,4.51,1.23,0.00,0,3.5,0.00,0,0,0.00,0.00,0,0.125,0.116,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.2,1.77,1.33,1.01,1.20,1.77,1.33,1.01,1.20,0.00,3.53,0.00,2.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS88.9X3.2,HSS88.9X3.2,9.94,794,0.00,0.00,88.9,0.00,0.00,0.00,0.00,0.00,0.00,3.18,2.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.94,0.00,0.00,0.00,30.2,0.737,21.8,16.6,30.5,0.00,0.00,0.00,0.00,0.00,1470,0.00,33.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HSS2X2X3/16,F,4.30,1.19,0.00,2,0,0.00,2,0,0.00,0.00,0,0.1875,0.174,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,8.49,0.00,8.49,0.00,0.641,0.797,0.641,0.733,0.00,0.00,0.00,0.00,0.00,1.09,0.00,1.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS50.8X50.8X4.8,HSS50.8X50.8X4.8,9.48,768,0.00,50.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,4.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.48,8.49,8.49,0.00,0.00,0.267,13.1,10.5,18.6,0.00,0.00,0.00,0.00,0.00,454,0.00,18.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HSS2X2X1/8,F,3.04,0.840,0.00,2,0,0.00,2,0,0.00,0.00,0,0.125,0.116,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,14.2,0.00,14.2,0.00,0.486,0.584,0.486,0.761,0.00,0.00,0.00,0.00,0.00,0.796,0.00,0.817,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS50.8X50.8X3.2,HSS50.8X50.8X3.2,6.71,542,0.00,50.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.18,2.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.71,14.2,14.2,0.00,0.00,0.202,9.57,7.96,19.3,0.00,0.00,0.00,0.00,0.00,331,0.00,13.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HSS2X2X1/8,F,2.62,0.724,0.00,2,0,0.00,2,0,0.00,0.00,0,0.125,0.116,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,9.93,0.00,14.2,0.00,0.383,0.475,0.383,0.728,0.244,0.389,0.325,0.581,0.00,0.496,0.125,0.599,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS50.8X38.1X3.2,HSS50.8X38.1X3.2,5.78,467,0.00,50.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.18,2.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.78,9.93,14.2,0.00,0.00,0.159,7.78,6.28,18.5,0.102,6.37,5.33,14.8,0.00,206,0.0336,9.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HSS2X2X1/4,F,5.38,1.51,0.00,2,0,0.00,2,0,0.00,0.00,0,0.25,0.233,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,5.58,0.00,5.58,0.00,0.747,0.964,0.747,0.704,0.00,0.00,0.00,0.00,0.00,1.31,0.00,1.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS50.8X50.8X6.4,HSS50.8X50.8X6.4,11.9,974,0.00,50.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.35,5.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.9,5.58,5.58,0.00,0.00,0.311,15.8,12.2,17.9,0.00,0.00,0.00,0.00,0.00,545,0.00,23.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HSS2X1X3/16,F,3.03,0.845,0.00,2,0,0.00,1,0,0.00,0.00,0,0.1875,0.174,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,2.75,0.00,8.49,0.00,0.350,0.480,0.350,0.643,0.112,0.288,0.225,0.365,0.00,0.301,0.188,0.505,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS50.8X25.4X4.8,HSS50.8X25.4X4.8,6.68,545,0.00,50.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,4.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.68,2.75,8.49,0.00,0.00,0.146,7.87,5.74,16.3,0.0466,4.72,3.69,9.27,0.00,125,0.0504,8.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HSS2X1X1/8,F,2.19,0.608,0.00,2,0,0.00,1,0,0.00,0.00,0,0.125,0.116,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,5.62,0.00,14.2,0.00,0.280,0.366,0.280,0.679,0.0922,0.223,0.184,0.390,0.00,0.238,0.125,0.380,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS50.8X25.4X3.2,HSS50.8X25.4X3.2,4.84,392,0.00,50.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.18,2.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.84,5.62,14.2,0.00,0.00,0.117,6.00,4.59,17.2,0.0384,3.65,3.02,9.91,0.00,99.1,0.0336,6.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HSS2X1-1/2X3/16,F,3.67,1.02,0.00,2,0,0.00,1.5,0,0.00,0.00,0,0.1875,0.174,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,5.62,0.00,8.49,0.00,0.495,0.639,0.495,0.697,0.313,0.521,0.417,0.554,0.00,0.664,0.188,0.822,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS50.8X38.1X4.8,HSS50.8X38.1X4.8,8.09,658,0.00,50.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,4.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.09,5.62,8.49,0.00,0.00,0.206,10.5,8.11,17.7,0.130,8.54,6.83,14.1,0.00,276,0.0504,13.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HSS2-1/4X2X3/16,F,4.63,1.28,0.00,2.25,0,0.00,2.25,0,0.00,0.00,0,0.1875,0.174,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,8.49,0.00,9.93,0.00,0.859,0.952,0.764,0.819,0.713,0.877,0.713,0.747,0.00,1.32,0.188,1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS57.2X50.8X4.8,HSS57.2X50.8X4.8,10.2,826,0.00,57.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,4.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.2,8.49,9.93,0.00,0.00,0.358,15.6,12.5,20.8,0.297,14.4,11.7,19.0,0.00,549,0.0504,21.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HSS2-1/4X2X1/8,F,3.26,0.898,0.00,2.25,0,0.00,2.25,0,0.00,0.00,0,0.125,0.116,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,14.2,0.00,16.4,0.00,0.646,0.693,0.574,0.848,0.538,0.639,0.538,0.774,0.00,0.957,0.125,0.927,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS57.2X50.8X3.2,HSS57.2X50.8X3.2,7.18,579,0.00,57.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.18,2.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.18,14.2,16.4,0.00,0.00,0.269,11.4,9.41,21.5,0.224,10.5,8.82,19.7,0.00,398,0.0336,15.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HSS2-1/4X2-1/4X3/16,F,4.94,1.37,0.00,2.25,0,0.00,2.25,0,0.00,0.00,0,0.1875,0.174,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,9.93,0.00,9.93,0.00,0.953,1.04,0.847,0.835,0.00,0.00,0.00,0.00,0.00,1.60,0.00,1.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS57.2X57.2X4.8,HSS57.2X57.2X4.8,10.9,884,0.00,57.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,4.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.9,9.93,9.93,0.00,0.00,0.397,17.0,13.9,21.2,0.00,0.00,0.00,0.00,0.00,666,0.00,24.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HSS2-1/4X2-1/4X1/8,F,3.47,0.956,0.00,2.25,0,0.00,2.25,0,0.00,0.00,0,0.125,0.116,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,16.4,0.00,16.4,0.00,0.712,0.755,0.633,0.863,0.00,0.00,0.00,0.00,0.00,1.15,0.00,1.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS57.2X57.2X3.2,HSS57.2X57.2X3.2,7.65,617,0.00,57.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.18,2.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.65,16.4,16.4,0.00,0.00,0.296,12.4,10.4,21.9,0.00,0.00,0.00,0.00,0.00,479,0.00,17.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HSS2-1/4X2-1/4X1/4,F,6.23,1.74,0.00,2.25,0,0.00,2.25,0,0.00,0.00,0,0.25,0.233,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,6.66,0.00,6.66,0.00,1.13,1.28,1.01,0.806,0.00,0.00,0.00,0.00,0.00,1.96,0.00,1.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS57.2X57.2X6.4,HSS57.2X57.2X6.4,13.7,1120,0.00,57.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.35,5.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.7,6.66,6.66,0.00,0.00,0.470,21.0,16.6,20.5,0.00,0.00,0.00,0.00,0.00,816,0.00,30.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HSS2-1/2X2X3/16,F,4.95,1.37,0.00,2.5,0,0.00,2,0,0.00,0.00,0,0.1875,0.174,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,8.49,0.00,11.4,0.00,1.12,1.12,0.894,0.904,0.786,0.956,0.786,0.758,0.00,1.55,0.188,1.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS63.5X50.8X4.8,HSS63.5X50.8X4.8,10.9,884,0.00,63.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,4.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.9,8.49,11.4,0.00,0.00,0.466,18.4,14.7,23.0,0.327,15.7,12.9,19.3,0.00,645,0.0504,23.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HSS2-1/2X2X1/8,F,3.47,0.956,0.00,2.5,0,0.00,2,0,0.00,0.00,0,0.125,0.116,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,14.2,0.00,18.6,0.00,0.833,0.809,0.667,0.934,0.589,0.694,0.589,0.785,0.00,1.12,0.125,1.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS63.5X50.8X3.2,HSS63.5X50.8X3.2,7.65,617,0.00,63.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.18,2.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.65,14.2,18.6,0.00,0.00,0.347,13.3,10.9,23.7,0.245,11.4,9.65,19.9,0.00,466,0.0336,17.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HSS2-1/2X2X1/4,F,6.23,1.74,0.00,2.5,0,0.00,2,0,0.00,0.00,0,0.25,0.233,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,5.58,0.00,7.73,0.00,1.33,1.37,1.06,0.874,0.930,1.17,0.930,0.731,0.00,1.90,0.250,1.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS63.5X50.8X6.4,HSS63.5X50.8X6.4,13.7,1120,0.00,63.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.35,5.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.7,5.58,7.73,0.00,0.00,0.554,22.5,17.4,22.2,0.387,19.2,15.2,18.6,0.00,791,0.0671,29.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HSS2-1/2X2-1/2X5/16,F,8.40,2.35,0.00,2.5,0,0.00,2.5,0,0.00,0.00,0,0.3125,0.291,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,5.59,0.00,5.59,0.00,1.82,1.88,1.46,0.880,0.00,0.00,0.00,0.00,0.00,3.20,0.00,2.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS63.5X63.5X7.9,HSS63.5X63.5X7.9,18.5,1520,0.00,63.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.94,7.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.5,5.59,5.59,0.00,0.00,0.758,30.8,23.9,22.4,0.00,0.00,0.00,0.00,0.00,1330,0.00,44.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HSS2-1/2X2-1/2X3/16,F,5.57,1.54,0.00,2.5,0,0.00,2.5,0,0.00,0.00,0,0.1875,0.174,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,11.4,0.00,11.4,0.00,1.35,1.32,1.08,0.937,0.00,0.00,0.00,0.00,0.00,2.25,0.00,1.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS63.5X63.5X4.8,HSS63.5X63.5X4.8,12.3,994,0.00,63.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,4.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.3,11.4,11.4,0.00,0.00,0.562,21.6,17.7,23.8,0.00,0.00,0.00,0.00,0.00,937,0.00,30.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HSS2-1/2X2-1/2X1/8,F,3.90,1.07,0.00,2.5,0,0.00,2.5,0,0.00,0.00,0,0.125,0.116,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,18.6,0.00,18.6,0.00,0.998,0.947,0.799,0.965,0.00,0.00,0.00,0.00,0.00,1.61,0.00,1.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS63.5X63.5X3.2,HSS63.5X63.5X3.2,8.59,690,0.00,63.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.18,2.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.59,18.6,18.6,0.00,0.00,0.415,15.5,13.1,24.5,0.00,0.00,0.00,0.00,0.00,670,0.00,21.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HSS2-1/2X2-1/2X1/4,F,7.08,1.97,0.00,2.5,0,0.00,2.5,0,0.00,0.00,0,0.25,0.233,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,7.73,0.00,7.73,0.00,1.63,1.63,1.30,0.908,0.00,0.00,0.00,0.00,0.00,2.79,0.00,2.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS63.5X63.5X6.4,HSS63.5X63.5X6.4,15.6,1270,0.00,63.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.35,5.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.6,7.73,7.73,0.00,0.00,0.678,26.7,21.3,23.1,0.00,0.00,0.00,0.00,0.00,1160,0.00,38.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HSS2-1/2X1X3/16,F,3.67,1.02,0.00,2.5,0,0.00,1,0,0.00,0.00,0,0.1875,0.174,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,2.75,0.00,11.4,0.00,0.646,0.713,0.517,0.796,0.143,0.360,0.285,0.374,0.00,0.412,0.188,0.648,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS63.5X25.4X4.8,HSS63.5X25.4X4.8,8.09,658,0.00,63.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,4.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.09,2.75,11.4,0.00,0.00,0.269,11.7,8.47,20.2,0.0595,5.90,4.67,9.50,0.00,171,0.0504,10.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HSS2-1/2X1X1/8,F,2.62,0.724,0.00,2.5,0,0.00,1,0,0.00,0.00,0,0.125,0.116,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,5.62,0.00,18.6,0.00,0.503,0.532,0.403,0.834,0.115,0.274,0.230,0.399,0.00,0.322,0.125,0.483,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS63.5X25.4X3.2,HSS63.5X25.4X3.2,5.78,467,0.00,63.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.18,2.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.78,5.62,18.6,0.00,0.00,0.209,8.72,6.60,21.2,0.0479,4.49,3.77,10.1,0.00,134,0.0336,7.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HSS2-1/2X1-1/2X3/16,F,4.31,1.19,0.00,2.5,0,0.00,1.5,0,0.00,0.00,0,0.1875,0.174,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,5.62,0.00,11.4,0.00,0.882,0.915,0.705,0.860,0.390,0.636,0.520,0.572,0.00,0.929,0.188,1.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS63.5X38.1X4.8,HSS63.5X38.1X4.8,9.50,768,0.00,63.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,4.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.5,5.62,11.4,0.00,0.00,0.367,15.0,11.6,21.8,0.162,10.4,8.52,14.5,0.00,387,0.0504,17.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HSS2-1/2X1-1/2X1/8,F,3.04,0.840,0.00,2.5,0,0.00,1.5,0,0.00,0.00,0,0.125,0.116,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,9.93,0.00,18.6,0.00,0.668,0.671,0.535,0.892,0.300,0.469,0.399,0.597,0.00,0.687,0.125,0.759,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,HSS63.5X38.1X3.2,HSS63.5X38.1X3.2,6.71,542,0.00,63.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.18,2.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.71,9.93,18.6,0.00,0.00,0.278,11.0,8.77,22.7,0.125,7.69,6.54,15.2,0.00,286,0.0336,12.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
